SERIAL_NUMBER,DATE,HUMS_TMP_FCT1,HUMS_NB_EVENT_FCT1,HUMS_TMP_FCT2,HUMS_NB_EVENT_FCT2,HUMS_TMP_FCT3,HUMS_NB_EVENT_FCT3,HUMS_MIN_TEMPERATURE_FCT4,HUMS_MAX_TEMPERATURE_FCT4
SN-D010,2025-12-10,52.6,1,55.1,0,33.7,3,23.7,79.0
SN-D010,2025-12-24,38.1,1,61.3,6,44.5,2,19.9,74.4
SN-D010,2025-12-29,0,0,0,0,0,0,0,0
SN-D010,2026-01-01,48.3,4,47.6,1,41.8,1,11.7,65.6
SN-D011,2025-01-17,38.5,6,53.9,12,38.7,2,19.4,78.9
SN-D011,2025-02-24,52.9,7,63.4,6,35.4,3,19.0,68.6
SN-D011,2025-05-08,54.4,6,63.4,11,38.6,1,14.0,76.7
SN-D011,2025-06-18,45.0,4,46.7,11,42.6,6,24.9,79.0
SN-D011,2025-08-08,41.5,5,54.1,0,31.6,4,12.1,66.2
SN-D011,2025-08-26,41.5,0,52.0,1,49.1,7,13.1,77.5
SN-D011,2025-09-15,44.3,5,46.1,0,44.7,1,11.7,60.5
SN-D011,2025-12-16,44.5,6,0,0,41.0,8,0,0
SN-D011,2025-12-23,41.4,9,0,0,47.9,8,23.4,79.9
SN-D011,2026-01-04,50.3,6,59.6,10,0,0,20.1,67.2
SN-D012,2025-01-06,42.4,6,50.0,7,40.4,0,0,0
SN-D012,2025-06-07,47.7,7,53.9,8,30.1,3,11.7,67.6
SN-D012,2025-06-21,50.5,9,64.9,6,44.4,1,17.3,60.5
SN-D012,2025-06-30,35.3,5,52.5,4,38.9,0,14.3,75.5
SN-D012,2025-07-07,50.5,9,59.6,4,38.2,1,22.6,63.8
SN-D012,2025-07-14,41.8,7,45.5,2,35.6,0,23.6,65.0
SN-D012,2025-09-10,52.0,8,49.1,1,46.2,1,23.2,64.3
SN-D012,2025-12-09,0,0,0,0,0,0,0,0
SN-D012,2026-01-16,40.4,10,50.7,5,30.6,5,12.8,79.2
SN-D013,2025-01-26,37.6,10,60.3,0,33.5,3,0,0
SN-D013,2025-03-07,43.2,8,0,0,48.8,8,15.5,78.5
SN-D013,2025-04-30,0,0,61.1,3,42.1,7,12.7,60.8
SN-D013,2025-05-23,36.2,2,54.2,7,47.6,4,20.2,72.4
SN-D013,2025-07-21,0,0,47.3,11,48.0,2,10.6,78.6
SN-D013,2025-11-28,0,0,55.4,4,39.7,8,14.0,71.1
SN-D014,2025-03-12,53.1,6,0,0,33.1,7,22.6,71.2
SN-D014,2025-05-22,44.6,5,47.5,11,44.8,8,19.2,72.1
SN-D014,2025-06-17,46.5,3,61.5,5,37.4,2,18.1,62.8
SN-D014,2025-06-25,41.7,9,48.1,0,30.6,7,13.8,62.5
SN-D014,2025-07-21,40.2,6,49.4,10,37.2,6,22.5,67.3
SN-D014,2025-07-25,41.7,1,45.9,2,35.9,5,10.0,76.1
SN-D014,2025-09-06,36.2,5,56.6,3,43.2,5,21.4,73.6
SN-D014,2025-10-05,45.7,7,0,0,48.4,3,13.2,62.1
SN-D014,2025-11-15,40.1,3,53.2,1,0,0,12.4,72.3
SN-D014,2025-12-01,49.2,3,64.9,8,35.1,3,18.9,72.1
SN-D014,2025-12-07,50.4,8,50.3,4,41.8,5,24.8,69.0
SN-D014,2025-12-08,38.1,4,63.9,7,32.2,4,18.6,71.7
SN-D014,2026-01-04,52.0,8,61.0,3,47.4,3,11.3,76.9
SN-D014,2026-01-15,0,0,0,0,0,0,0,0
SN-D014,2026-01-29,54.6,10,57.7,6,0,0,22.7,75.7
SN-D015,2025-01-06,40.1,0,55.9,5,39.1,7,20.0,71.9
SN-D015,2025-01-11,46.3,1,0,0,0,0,24.7,77.9
SN-D015,2025-01-11,42.0,4,48.1,4,33.2,8,21.3,64.0
SN-D015,2025-01-11,40.6,0,55.7,7,49.7,7,12.6,63.4
SN-D015,2025-04-18,40.6,7,51.0,12,44.6,7,17.5,71.9
SN-D015,2025-05-06,50.2,2,47.9,9,32.8,6,13.2,69.0
SN-D015,2025-05-25,47.7,1,54.8,5,36.9,6,23.8,69.2
SN-D015,2025-07-27,44.4,1,0,0,36.3,7,10.9,77.1
SN-D015,2025-09-16,43.5,4,46.2,6,32.1,8,10.9,70.8
SN-D015,2025-10-27,50.9,6,54.0,9,45.1,8,15.0,64.0
SN-D015,2025-10-27,48.8,6,63.8,1,30.2,4,11.1,72.6
SN-D015,2025-11-12,38.8,3,60.9,7,45.9,0,10.1,60.2
SN-D015,2025-11-16,35.1,6,47.0,2,39.4,3,0,0
SN-D015,2025-11-29,40.6,9,52.6,10,37.6,1,15.7,61.3
SN-D015,2026-01-17,53.0,0,51.2,8,32.3,7,13.0,78.0
SN-D015,2026-02-01,45.6,6,64.2,3,0,0,18.4,65.5
SN-D015,2026-02-05,48.4,8,50.8,4,47.8,1,22.5,69.4
SN-D016,2025-02-10,51.6,2,45.5,6,31.7,4,19.3,69.8
SN-D016,2025-05-15,48.2,10,52.7,1,45.2,6,16.5,73.6
SN-D016,2025-05-29,38.0,3,57.1,6,35.5,8,17.3,61.8
SN-D016,2025-06-17,0,0,0,0,0,0,0,0
SN-D016,2025-08-04,36.0,3,61.2,6,44.3,3,24.1,63.5
SN-D016,2025-08-07,43.0,9,54.0,3,49.2,3,13.8,65.2
SN-D016,2025-11-03,52.3,9,50.6,11,33.5,4,22.2,72.6
SN-D016,2025-11-16,49.7,8,54.2,10,43.0,6,15.5,74.1
SN-D016,2025-12-01,41.4,5,46.5,10,45.5,6,11.0,67.6
SN-D016,2025-12-12,0,0,54.7,0,43.3,2,24.1,68.9
SN-D017,2025-01-27,44.0,0,54.3,4,30.7,7,19.6,69.5
SN-D017,2025-04-29,48.5,1,48.2,11,45.9,8,23.2,67.2
SN-D017,2025-08-08,0,0,64.5,10,44.8,6,10.8,61.2
SN-D017,2025-08-09,40.0,2,58.9,2,38.0,1,23.8,78.7
SN-D017,2025-09-07,45.7,2,51.0,12,48.1,0,23.5,66.0
SN-D017,2025-11-02,43.9,10,60.5,11,43.6,0,12.2,75.8
SN-D017,2025-12-19,50.7,2,47.5,0,0,0,10.2,73.1
SN-D018,2025-01-14,45.9,4,58.5,0,46.6,8,0,0
SN-D018,2025-02-15,41.1,0,55.1,0,32.5,4,15.7,73.3
SN-D018,2025-03-19,46.6,9,46.4,11,35.9,1,23.6,77.0
SN-D018,2025-05-26,43.8,5,55.9,12,39.7,7,21.8,70.0
SN-D018,2025-06-05,37.5,8,52.6,9,47.8,7,14.6,62.2
SN-D018,2025-07-22,47.7,0,62.7,8,44.3,2,19.2,73.7
SN-D018,2025-08-13,38.2,10,63.8,12,33.6,2,17.0,64.2
SN-D018,2025-09-15,52.5,4,55.6,7,30.8,4,10.2,75.9
SN-D018,2025-12-01,36.8,3,54.1,10,33.1,4,14.1,69.4
SN-D018,2025-12-16,45.0,0,0,0,39.9,2,20.3,67.1
SN-D018,2026-01-16,51.7,10,64.9,11,35.9,1,13.2,61.4
SN-D018,2026-02-05,41.0,9,52.6,11,38.4,0,20.4,71.8
SN-D019,2025-02-27,44.6,3,50.0,2,35.4,8,0,0
SN-D019,2025-03-06,52.3,9,59.4,12,39.5,4,20.4,67.4
SN-D019,2025-04-02,52.6,1,55.6,9,47.0,2,21.1,66.2
SN-D019,2025-06-25,39.8,10,0,0,36.4,7,15.9,64.1
SN-D019,2025-07-01,37.0,4,55.7,8,33.3,6,19.7,61.1
SN-D019,2025-09-23,44.4,8,61.7,0,38.7,0,23.4,72.8
SN-D019,2025-10-21,40.3,6,47.6,0,34.0,3,0,0
SN-D019,2025-10-30,50.3,1,50.3,0,35.2,6,0,0
SN-D019,2026-01-28,49.9,10,46.3,4,0,0,22.2,75.5
SN-D020,2025-02-07,0,0,0,0,0,0,0,0
SN-D020,2025-04-26,41.8,7,52.7,2,35.8,4,11.7,74.3
SN-D020,2025-04-29,54.4,10,61.6,0,0,0,18.6,78.5
SN-D020,2025-09-18,47.5,8,0,0,40.5,0,11.0,70.5
SN-D020,2025-09-29,40.1,5,48.8,10,0,0,13.1,62.1
SN-D020,2025-11-28,39.9,5,56.6,12,44.4,2,21.2,72.3
SN-D020,2026-01-01,44.1,2,60.9,11,42.6,5,22.1,62.6
SN-E001,2025-01-01,51.0,4,0,0,35.4,5,18.7,64.4
SN-E001,2025-01-25,48.5,9,61.8,8,40.5,2,20.7,74.9
SN-E001,2025-02-04,40.4,7,46.9,1,34.0,7,15.8,73.5
SN-E001,2025-04-01,37.7,8,57.8,12,40.7,6,12.1,79.3
SN-E001,2025-04-04,47.2,7,0,0,40.7,4,22.6,71.7
SN-E001,2025-04-05,50.6,1,0,0,0,0,13.6,71.7
SN-E001,2025-04-13,43.4,5,53.3,2,47.0,1,14.6,71.1
SN-E001,2025-05-06,38.9,8,46.3,8,32.8,1,11.3,65.0
SN-E001,2025-05-09,46.7,0,49.4,1,48.2,2,17.3,61.3
SN-E001,2025-07-12,37.6,0,48.1,3,32.4,8,10.6,76.1
SN-E001,2025-07-29,54.7,9,0,0,39.9,2,17.6,79.3
SN-E001,2025-09-08,53.4,10,45.3,11,47.5,4,18.1,79.0
SN-E001,2025-09-12,43.8,5,56.1,4,34.0,2,17.7,64.4
SN-E001,2025-09-29,37.2,5,55.9,1,0,0,18.9,72.6
SN-E001,2025-12-10,46.3,7,0,0,34.3,3,13.4,78.4
SN-E001,2026-01-27,46.9,8,53.3,6,44.4,7,11.9,76.3
SN-E002,2025-01-23,52.6,0,60.2,0,33.1,4,24.8,66.3
SN-E002,2025-02-10,45.7,3,64.6,9,30.6,7,16.8,78.4
SN-E002,2025-02-24,51.7,10,50.4,4,31.3,6,10.7,78.1
SN-E002,2025-04-02,0,0,53.2,5,38.7,1,13.4,77.7
SN-E002,2025-08-03,54.7,7,0,0,43.1,0,24.8,60.8
SN-E002,2025-09-04,36.2,3,55.6,5,37.4,2,17.4,78.2
SN-E002,2025-10-22,51.3,6,51.9,7,35.5,7,10.9,74.9
SN-E002,2025-12-01,41.8,9,48.5,2,42.5,5,15.7,60.9
SN-E002,2026-01-03,43.5,2,0,0,44.2,0,17.8,69.5
SN-E003,2025-02-09,43.7,8,0,0,36.3,5,20.4,67.4
SN-E003,2025-05-05,45.7,8,51.5,2,43.0,5,11.2,69.4
SN-E003,2025-05-23,47.7,1,53.7,10,36.4,8,12.0,77.4
SN-E003,2025-07-30,49.7,2,51.4,6,33.1,2,14.0,63.7
SN-E003,2025-09-15,43.6,6,49.8,8,30.4,2,19.8,69.5
SN-E003,2025-11-09,52.7,6,0,0,43.1,4,18.4,76.9
SN-E003,2026-01-05,50.2,8,61.3,8,0,0,13.3,71.2
SN-E003,2026-01-09,0,0,0,0,0,0,0,0
SN-E004,2025-02-15,46.6,2,54.4,8,39.9,7,10.3,69.6
SN-E004,2025-02-15,47.8,1,60.2,8,37.0,2,20.7,68.5
SN-E004,2025-05-10,0,0,0,0,0,0,0,0
SN-E004,2025-05-31,54.3,7,54.0,8,0,0,16.2,62.0
SN-E004,2025-07-16,0,0,63.7,3,41.3,2,10.4,76.8
SN-E004,2025-09-03,35.9,0,64.1,0,49.5,0,16.8,65.4
SN-E004,2025-09-13,0,0,52.7,10,37.1,4,0,0
SN-E004,2025-10-09,43.9,6,63.8,0,47.2,6,16.2,60.1
SN-E004,2025-10-22,42.5,1,47.1,9,38.8,8,11.9,64.3
SN-E004,2025-10-29,36.3,1,47.1,5,33.0,4,17.0,74.7
SN-E004,2025-11-11,42.5,6,48.8,4,40.8,3,15.4,75.0
SN-E005,2025-01-10,0,0,64.3,3,36.3,0,15.3,66.3
SN-E005,2025-02-25,43.9,7,61.2,5,45.5,0,24.7,63.0
SN-E005,2025-03-02,43.1,8,52.3,3,36.3,7,10.8,61.1
SN-E005,2025-03-07,36.9,0,50.1,2,43.7,4,18.1,79.6
SN-E005,2025-04-27,53.2,10,57.4,0,35.6,8,14.5,76.0
SN-E005,2025-06-18,39.9,7,57.6,2,48.1,4,13.3,79.1
SN-E005,2025-08-07,52.1,1,56.5,6,30.4,1,13.5,70.1
SN-E005,2025-08-19,48.8,7,59.8,9,30.2,6,12.8,68.4
SN-E005,2025-08-23,53.7,3,62.6,6,45.1,6,17.7,67.2
SN-E005,2025-09-02,44.2,5,0,0,35.9,3,0,0
SN-E005,2025-09-14,47.2,9,63.1,2,47.8,3,0,0
SN-E005,2026-01-02,52.9,1,56.1,8,40.5,0,14.8,61.8
SN-E005,2026-01-11,52.2,8,54.5,12,49.0,1,10.8,60.8
SN-E006,2025-03-21,46.9,0,62.8,8,45.7,7,16.6,73.8
SN-E006,2025-03-24,40.3,6,48.6,7,48.6,1,22.5,67.4
SN-E006,2025-03-30,37.4,9,59.1,9,32.5,1,23.2,61.8
SN-E006,2025-04-03,50.9,8,51.0,0,43.8,6,13.3,73.7
SN-E006,2025-05-08,37.8,4,64.3,9,38.9,8,23.1,67.5
SN-E006,2025-06-17,48.7,10,60.7,0,37.7,5,12.0,68.6
SN-E006,2025-06-30,40.8,10,51.5,11,31.8,7,15.5,65.3
SN-E006,2025-07-01,47.9,0,0,0,33.8,7,24.7,65.3
SN-E006,2025-09-15,40.8,3,46.8,12,0,0,12.6,73.5
SN-E006,2025-09-24,36.7,1,58.9,11,30.7,4,19.4,62.1
SN-E006,2025-10-07,49.9,9,0,0,48.2,1,10.7,72.1
SN-E006,2025-11-16,48.5,0,51.1,6,34.0,4,24.1,71.9
SN-E006,2025-11-18,35.5,2,47.6,10,38.6,5,12.5,67.3
SN-E006,2026-01-10,52.3,0,59.1,5,50.0,7,16.1,67.3
SN-E007,2025-02-03,47.4,5,48.2,2,36.0,8,24.9,65.1
SN-E007,2025-02-09,39.6,4,56.1,5,0,0,14.7,68.0
SN-E007,2025-02-24,41.4,3,51.9,0,40.1,7,13.8,71.7
SN-E007,2025-03-07,0,0,0,0,0,0,0,0
SN-E007,2025-08-24,35.1,5,56.0,9,34.6,6,0,0
SN-E007,2025-09-05,41.3,0,56.9,11,33.4,5,21.0,65.0
SN-E007,2025-10-05,52.3,7,58.0,1,48.9,8,0,0
SN-E007,2026-01-21,37.4,6,60.5,3,46.7,0,0,0
SN-E008,2025-03-09,47.8,6,57.6,10,44.4,7,23.6,70.3
SN-E008,2025-03-14,42.1,0,0,0,43.4,5,18.1,76.1
SN-E008,2025-07-07,36.8,3,50.6,11,33.9,0,20.3,68.7
SN-E008,2025-07-17,0,0,0,0,0,0,0,0
SN-E008,2025-10-10,39.0,10,59.4,6,42.8,7,17.8,67.0
SN-E008,2025-10-15,52.5,3,48.7,12,38.8,5,13.0,70.6
SN-E008,2025-10-26,0,0,53.3,6,43.1,6,23.4,65.2
SN-E008,2025-11-06,0,0,48.8,6,34.9,7,19.6,64.9
SN-E008,2025-11-06,51.5,2,48.0,9,48.8,2,20.6,63.2
SN-E008,2025-11-22,35.3,2,45.4,3,45.3,2,22.7,76.0
SN-E008,2026-02-01,49.0,7,49.2,4,43.8,7,13.9,73.8
SN-E009,2025-01-12,45.3,9,53.6,10,33.7,5,12.7,77.8
SN-E009,2025-02-26,48.8,1,58.6,8,45.7,1,20.6,66.1
SN-E009,2025-03-16,42.2,10,57.6,4,33.8,0,24.4,61.1
SN-E009,2025-03-22,35.6,9,51.4,10,41.9,6,16.9,68.1
SN-E009,2025-07-13,46.3,10,45.1,9,40.7,8,13.6,60.2
SN-E009,2025-08-30,45.2,2,0,0,36.3,7,13.1,62.9
SN-E009,2025-09-08,44.1,9,49.4,3,42.4,3,11.0,66.7
SN-E009,2025-10-30,45.4,5,47.4,1,34.0,6,11.8,63.5
SN-E009,2025-12-07,49.1,3,58.1,7,47.8,8,12.4,66.4
SN-E009,2026-01-22,36.6,5,47.6,2,43.8,6,12.3,61.3
SN-E009,2026-01-26,44.4,4,54.3,4,50.0,0,10.3,69.6
SN-E010,2025-02-11,50.5,3,0,0,46.4,8,13.3,68.2
SN-E010,2025-03-05,46.6,5,46.4,1,36.6,6,21.9,63.3
SN-E010,2025-04-16,37.1,2,55.5,9,38.5,4,22.1,66.1
SN-E010,2025-06-24,52.4,7,62.5,1,48.5,5,11.7,77.2
SN-E010,2025-07-17,38.7,4,54.7,0,33.8,7,20.2,70.2
SN-E011,2025-01-15,45.5,5,62.8,10,46.9,6,23.0,63.9
SN-E011,2025-03-05,44.9,1,49.7,4,43.8,6,23.5,72.5
SN-E011,2025-11-02,0,0,0,0,0,0,0,0
SN-E011,2025-11-10,46.4,4,54.2,9,41.8,4,10.1,66.2
SN-E011,2025-11-25,41.9,10,53.8,10,49.9,2,14.3,72.8
SN-E011,2025-12-13,39.0,8,54.1,11,37.1,1,17.5,66.4
SN-E011,2025-12-16,47.9,7,63.0,2,30.6,0,24.5,66.9
SN-E011,2025-12-26,37.3,9,48.0,7,49.0,0,10.0,62.5
SN-E011,2026-01-19,53.8,9,61.6,3,34.4,8,20.6,70.2
SN-E012,2025-01-18,45.3,10,58.8,4,49.6,5,23.0,76.2
SN-E012,2025-03-03,41.2,10,63.2,9,30.2,5,22.6,61.2
SN-E012,2025-04-23,48.3,4,0,0,46.0,2,17.2,68.3
SN-E012,2025-05-14,41.0,3,57.4,8,37.0,3,12.0,69.6
SN-E012,2025-08-17,40.8,6,0,0,34.0,6,17.5,71.6
SN-E012,2025-09-10,0,0,0,0,0,0,0,0
SN-E012,2025-10-18,42.1,2,0,0,39.3,5,22.9,71.0
SN-E012,2026-01-25,51.4,6,46.4,0,0,0,15.5,66.0
SN-E013,2025-02-23,46.1,0,46.0,5,46.8,8,18.9,75.8
SN-E013,2025-05-18,43.9,0,49.0,12,0,0,0,0
SN-E013,2025-07-16,36.2,6,60.2,1,32.3,5,18.1,73.0
SN-E013,2025-08-20,47.0,8,52.4,2,0,0,12.1,71.5
SN-E013,2025-09-19,52.2,6,48.5,10,42.2,4,12.2,66.8
SN-E013,2025-09-25,48.1,6,0,0,34.1,1,18.5,60.7
SN-E013,2025-10-07,49.1,2,49.4,7,33.1,6,10.6,65.7
SN-E013,2025-10-15,38.1,4,0,0,30.3,0,19.6,77.1
SN-E013,2025-10-24,41.2,2,54.7,11,41.8,6,10.1,63.7
SN-E013,2025-11-08,36.7,0,59.5,3,33.2,7,14.6,68.3
SN-E013,2025-11-19,54.1,2,63.5,10,36.1,6,24.2,78.4
SN-E013,2025-12-28,48.4,2,63.8,8,39.9,7,23.9,71.8
SN-E013,2026-01-18,40.1,3,61.3,12,37.6,7,14.2,79.3
SN-E013,2026-02-05,43.9,7,55.9,2,38.5,0,12.1,63.3
SN-E014,2025-03-14,44.8,6,48.6,9,34.5,5,0,0
SN-E014,2025-05-11,52.4,7,60.9,3,32.4,4,14.6,72.0
SN-E014,2025-05-16,35.9,7,0,0,31.4,2,21.3,64.5
SN-E014,2025-07-20,46.9,0,53.4,0,0,0,16.2,62.4
SN-E014,2025-09-01,54.3,9,48.0,9,37.4,4,19.0,70.6
SN-E014,2025-11-11,38.7,7,48.9,2,41.4,0,20.2,67.4
SN-E014,2025-11-19,0,0,52.0,10,35.0,4,13.0,66.1
SN-E014,2026-01-09,52.7,3,61.9,7,44.8,8,19.2,64.0
SN-E014,2026-01-15,39.5,7,47.3,0,36.5,7,18.9,65.0
SN-E015,2025-04-08,52.6,9,46.0,4,30.2,5,25.0,63.2
SN-E015,2025-07-19,48.4,2,45.4,2,40.3,5,10.6,71.0
SN-E015,2025-08-20,38.9,9,58.6,10,43.8,5,0,0
SN-E015,2025-09-28,48.5,2,51.6,3,34.4,8,14.3,63.3
SN-E015,2025-11-22,40.1,8,49.2,0,30.9,7,10.1,69.8
SN-E016,2025-02-13,38.6,8,48.1,1,35.7,5,12.5,73.5
SN-E016,2025-04-10,42.0,0,47.1,12,0,0,15.6,73.3
SN-E016,2025-07-18,35.9,9,59.1,11,34.4,1,10.2,61.9
SN-E016,2025-08-29,54.4,10,56.9,0,37.7,0,11.5,77.8
SN-E016,2025-10-29,40.8,8,56.9,10,36.2,6,13.6,75.3
SN-E016,2025-11-01,53.9,4,56.9,9,49.8,6,21.3,77.2
SN-E016,2025-11-03,38.0,3,63.8,3,42.0,6,19.0,68.3
SN-E016,2025-11-07,45.9,5,46.4,12,39.2,6,23.0,67.7
SN-E017,2025-04-21,0,0,57.0,11,45.6,8,13.4,70.8
SN-E017,2025-08-14,37.5,5,55.4,2,41.0,6,11.4,60.2
SN-E017,2025-09-28,43.6,2,53.2,7,46.9,8,21.7,67.3
SN-E017,2025-10-12,40.0,2,56.3,10,48.2,5,17.0,70.5
SN-E017,2025-11-22,40.7,2,45.3,10,35.4,7,10.8,71.0
SN-E017,2025-12-15,42.8,9,59.1,6,38.0,3,16.2,72.2
SN-E017,2026-01-21,48.6,3,54.4,7,33.0,8,12.5,66.7
SN-E018,2025-01-02,53.8,10,59.8,6,37.3,7,18.6,77.5
SN-E018,2025-01-28,50.6,1,45.2,12,49.3,5,24.7,79.0
SN-E018,2025-03-01,0,0,58.2,6,34.7,0,23.8,65.2
SN-E018,2025-03-01,48.9,0,53.7,6,0,0,21.5,74.9
SN-E018,2025-04-05,49.7,8,48.2,9,0,0,17.1,63.5
SN-E018,2025-05-02,52.3,3,46.2,7,34.2,8,0,0
SN-E018,2025-05-18,46.6,10,60.2,2,42.6,1,13.8,64.8
SN-E018,2025-09-19,37.7,10,57.9,8,49.3,8,22.3,68.7
SN-E018,2025-10-16,45.9,5,55.5,6,36.0,2,16.4,62.6
SN-E018,2025-10-23,50.8,9,53.8,4,42.0,7,13.5,76.8
SN-E018,2025-12-04,40.2,5,54.5,11,30.4,6,0,0
SN-E019,2025-02-05,53.7,7,59.9,7,48.0,2,11.5,65.5
SN-E019,2025-02-20,50.9,6,45.0,1,37.0,5,21.4,70.3
SN-E019,2025-06-08,0,0,0,0,0,0,0,0
SN-E019,2025-08-20,46.5,5,54.3,0,43.4,7,0,0
SN-E019,2025-10-25,53.1,3,49.9,3,34.3,0,16.6,69.3
SN-E019,2025-10-30,35.6,0,58.8,8,49.3,6,24.4,77.5
SN-E020,2025-02-08,0,0,49.9,8,45.1,5,23.6,60.4
SN-E020,2025-03-24,36.7,0,0,0,32.3,5,20.6,76.8
SN-E020,2025-05-05,37.1,9,45.7,7,45.7,5,16.5,63.5
SN-E020,2025-05-20,50.3,4,47.0,5,42.0,2,13.6,63.5
SN-E020,2025-07-02,36.8,4,52.2,10,35.0,4,22.0,69.4
SN-E020,2025-08-14,0,0,47.9,5,44.6,2,15.1,76.9
SN-E020,2025-09-03,43.0,0,56.3,5,33.3,3,16.9,80.0
SN-E020,2025-10-04,36.0,9,45.4,2,35.3,6,0,0
SN-E020,2025-10-24,46.5,1,52.7,10,47.0,2,14.6,74.7
SN-E020,2026-01-08,39.9,0,54.9,4,30.9,7,0,0
SN-F001,2025-01-10,52.9,0,47.4,2,49.0,8,0,0
SN-F001,2025-02-09,53.8,4,46.5,3,37.3,8,17.0,75.3
SN-F001,2025-04-09,0,0,53.4,10,39.1,2,23.8,64.6
SN-F001,2025-04-11,45.2,10,57.6,5,30.7,3,24.6,60.9
SN-F001,2025-06-14,43.0,6,54.0,3,39.8,8,17.9,79.5
SN-F001,2025-06-19,39.3,5,55.3,5,47.0,6,11.1,78.5
SN-F001,2025-07-01,40.0,3,58.9,2,37.3,8,10.2,68.7
SN-F001,2025-10-23,46.3,6,60.6,1,36.4,7,22.5,61.4
SN-F001,2026-01-08,41.8,5,48.6,0,35.1,0,20.3,69.5
SN-F001,2026-01-20,45.8,8,53.6,7,39.0,2,10.7,72.1
SN-F002,2025-01-09,37.2,5,60.6,11,30.3,2,17.5,69.8
SN-F002,2025-01-25,53.3,5,53.0,5,49.2,0,20.1,66.1
SN-F002,2025-02-17,47.7,0,51.2,9,36.8,6,21.1,74.9
SN-F002,2025-02-26,48.8,10,49.3,7,32.9,5,23.6,74.0
SN-F002,2025-05-06,40.5,3,63.0,4,42.7,8,14.4,73.8
SN-F002,2025-07-08,47.4,7,46.4,6,45.4,0,11.3,79.8
SN-F002,2025-07-20,51.3,10,45.1,4,42.7,8,14.3,75.5
SN-F002,2025-07-31,39.9,6,50.5,11,37.5,2,16.9,63.1
SN-F002,2025-08-10,50.3,4,61.7,8,30.8,7,18.4,70.9
SN-F002,2025-10-19,49.4,8,0,0,36.4,6,18.1,75.3
SN-F002,2025-11-10,0,0,0,0,0,0,0,0
SN-F002,2025-12-07,35.9,9,48.5,2,49.1,2,21.0,66.0
SN-F002,2026-01-07,46.1,0,61.7,0,44.0,7,0,0
SN-F002,2026-01-18,51.7,8,57.6,10,47.3,5,18.4,62.1
SN-F003,2025-01-12,0,0,55.5,4,44.0,5,16.0,66.1
SN-F003,2025-02-23,47.4,0,46.6,7,31.8,8,19.8,62.2
SN-F003,2025-04-23,45.8,0,48.5,9,0,0,17.7,73.5
SN-F003,2025-06-08,52.9,2,56.1,2,33.2,8,24.0,78.0
SN-F003,2025-07-23,38.8,4,49.7,10,49.2,0,17.4,73.2
SN-F003,2025-07-26,54.0,2,53.6,8,48.7,0,16.5,76.9
SN-F003,2025-07-28,0,0,54.7,0,38.8,1,14.0,78.9
SN-F003,2025-08-17,45.6,5,52.0,7,35.3,4,14.8,74.5
SN-F003,2025-10-08,49.7,3,51.6,3,46.6,1,11.6,69.8
SN-F003,2025-11-05,45.6,2,49.8,12,40.4,6,11.6,77.1
SN-F003,2026-01-27,50.8,4,51.1,8,35.7,8,10.8,79.4
SN-F004,2025-01-17,46.3,1,50.7,2,33.3,0,14.2,78.1
SN-F004,2025-02-01,52.0,7,53.8,3,47.9,6,12.5,70.2
SN-F004,2025-05-08,42.0,9,53.6,1,37.5,3,21.4,65.0
SN-F004,2025-05-10,0,0,45.3,0,46.4,1,14.1,63.3
SN-F004,2025-06-11,44.5,5,61.2,6,36.6,0,10.0,77.1
SN-F004,2025-06-16,35.2,8,61.9,10,36.5,1,21.5,68.0
SN-F004,2025-07-19,53.4,6,58.5,12,35.9,4,18.6,75.5
SN-F004,2025-08-26,0,0,51.3,6,44.1,4,17.8,69.6
SN-F004,2025-09-30,48.6,5,54.5,3,38.0,0,0,0
SN-F004,2025-10-12,54.6,3,48.9,8,36.4,6,17.6,66.7
SN-F004,2025-11-09,0,0,51.3,8,48.8,7,13.2,73.8
SN-F004,2025-11-27,0,0,64.4,0,36.1,1,18.7,75.5
SN-F004,2025-12-23,36.1,2,0,0,0,0,14.8,78.4
SN-F005,2025-01-12,48.4,8,56.1,11,46.2,2,13.7,72.4
SN-F005,2025-02-23,41.1,6,58.4,4,48.2,5,10.2,61.4
SN-F005,2025-05-07,35.2,8,0,0,30.4,1,23.0,63.0
SN-F005,2025-08-05,36.4,10,55.5,7,36.2,7,18.1,75.1
SN-F005,2025-09-03,46.5,4,58.7,1,41.1,5,17.8,71.4
SN-F005,2025-10-03,0,0,55.5,9,32.1,4,15.3,71.0
SN-F005,2025-10-05,48.8,9,0,0,42.1,1,17.8,71.3
SN-F006,2025-03-14,39.1,3,54.5,10,47.3,3,17.7,77.1
SN-F006,2025-04-01,44.0,6,59.7,9,34.8,8,17.3,75.4
SN-F006,2025-04-03,35.2,8,52.4,9,36.0,7,19.6,79.0
SN-F006,2025-06-18,45.4,1,60.9,3,34.4,6,0,0
SN-F006,2025-07-05,46.9,9,50.7,7,48.4,5,0,0
SN-F006,2025-07-19,52.9,8,49.6,4,0,0,24.8,68.1
SN-F006,2025-08-27,51.8,1,47.7,9,33.0,4,18.3,71.9
SN-F006,2025-09-11,46.9,0,64.9,5,42.6,1,19.6,70.0
SN-F006,2026-01-02,0,0,46.1,2,40.9,3,17.1,66.6
SN-F006,2026-01-28,43.6,5,54.3,11,43.3,6,14.3,76.8
SN-F007,2025-01-19,0,0,62.4,5,44.7,7,23.0,62.7
